true,prediction
5.0,5.363009
5.0,5.0101824
5.0,5.023162
8.823909,7.869551
5.0,5.226615
5.0,5.8588276
5.5686364,5.936851
5.0,5.5414515
5.0,5.0715504
5.0,5.0181446
5.0,5.027411
5.0,5.0346117
5.0,5.0345187
7.481486,7.31398
5.0,5.1460304
5.0,5.057231
9.431798,9.171448
5.0,6.5763755
5.0,5.0413847
5.0,5.0356603
5.0,5.012354
5.0,5.0428195
5.0,4.9741936
5.0,5.02778
5.0,4.996875
5.0,5.0279517
5.958607,5.510328
5.0,5.023622
5.0,4.982304
6.337242,5.0687923
5.7212462,6.745783
6.6382723,6.1038837
5.7212462,5.0602107
5.0,5.033579
8.30103,8.169008
5.0,5.0256276
5.0,5.1233954
6.3565474,5.0747943
5.0,5.043286
6.6777806,5.890738
5.0,5.119916
7.7447276,5.715281
5.387216,5.5097303
5.0,4.9948263
5.0,5.006883
5.0,4.9941607
5.0,4.95958
5.0,5.0330763
5.0,5.031494
5.0,5.0238686
7.2839966,6.8678317
5.0,5.0421185
5.0,5.0072303
5.0,5.0946183
5.4317985,5.3872066
5.0,6.2099466
5.0,6.184559
5.0,5.0224743
5.0,5.0413666
5.0,5.135473
5.0,5.0359983
5.0,5.115317
5.0,5.000769
5.0,5.050386
5.0,5.024791
5.0,4.9258747
5.0,4.910531
7.69897,7.0750694
5.0,5.0125265
5.0,5.0312257
6.4089355,5.8903494
5.4436975,6.4176354
5.0,5.2312694
5.0,5.0604367
5.0,4.980591
8.958608,7.84206
5.0,5.044618
5.0,5.0032296
5.0,4.993944
6.0132284,6.909114
5.0,5.0023108
5.0,5.055895
5.3467875,5.3400106
5.2676063,6.738826
5.0,5.036741
6.49485,6.9173727
5.0,5.0335
5.0,4.973889
5.0,4.997709
5.0,4.957128
5.0,5.0251465
5.0,5.0176444
5.0,5.5394936
5.0,5.001621
5.0,5.0997615
5.0,5.1455264
5.920819,6.1788177
5.0,4.973712
5.0,5.0292654
6.823909,6.2394943
5.0,5.0204797
6.3665314,6.636378
6.6777806,6.3777375
5.0,5.112626
5.0,5.040398
5.0,5.0400324
5.0,5.0322237
5.0,5.258681
6.481486,6.4236193
7.21467,5.9862137
5.0,4.9697385
5.0,4.984692
5.0,5.0946617
5.0,5.2764163
5.0,4.92381
5.0,5.3060036
5.0,4.9886823
6.958607,7.1577578
5.0,5.019796
6.4436975,6.4432244
5.0,5.0035706
5.5086384,5.49112
5.0,5.027514
5.0,5.354328
5.207608,5.795387
5.0,5.296293
5.0,4.948989
5.0,5.0150633
5.0,5.2178564
5.0,5.021446
7.221849,7.9374194
5.0,5.0334206
5.0,5.223482
5.0,5.019789
5.0,5.039574
5.0,4.986043
6.4089355,8.137379
5.0,5.0022516
5.275724,5.1961474
6.7212462,6.0255175
5.251812,5.346807
5.0,4.9430923
5.0,5.0054245
5.0,4.962619
5.0,5.0506573
5.0,5.008436
6.09691,6.465483
5.0,4.995001
5.0,5.029726
5.0,5.172138
6.7447276,6.997719
5.920819,5.175168
5.0,5.0164766
5.0,4.9809093
5.0,5.0241356
5.0,5.014642
5.0,5.3268776
5.0,5.017584
5.0,5.1687975
5.0,5.02091
5.0,5.023164
5.0,5.0591283
5.0,4.981736
5.0,5.068957
5.0,5.072649
5.5086384,5.0585637
5.7695513,5.312203
5.0,5.0190015
5.0,4.986018
5.0,4.99872
6.552842,6.711563
6.070581,6.602316
5.0,5.0018353
5.0,5.0196633
5.0,5.041498
6.070581,5.8930426
5.0,5.465454
5.0,5.024307
