true,prediction
5.0,5.1369076
5.0,5.0056086
5.0,5.0568337
8.823909,7.9444485
5.0,4.9951925
5.0,5.4141355
5.5686364,5.9669776
5.0,4.998015
5.0,5.185057
5.0,5.002885
5.0,4.989374
5.0,4.9847274
5.0,4.9896345
7.481486,5.99139
5.0,5.090051
5.0,4.9540834
9.431798,8.744484
5.0,6.453225
5.0,4.989939
5.0,5.0182223
5.0,5.056208
5.0,4.987012
5.0,5.017238
5.0,5.003503
5.0,4.987685
5.0,4.9943824
5.958607,5.6393037
5.0,5.0007143
5.0,5.089338
6.337242,4.9724035
5.7212462,6.838854
6.6382723,5.9438887
5.7212462,5.1216764
5.0,4.9996414
8.30103,8.342372
5.0,5.014233
5.0,5.0815153
6.3565474,5.068307
5.0,4.996714
6.6777806,6.181732
5.0,4.979972
7.7447276,5.3680444
5.387216,5.1085825
5.0,5.042625
5.0,4.9860287
5.0,4.9903674
5.0,4.9870744
5.0,5.0255404
5.0,4.996839
5.0,4.997117
7.2839966,7.0198164
5.0,4.989588
5.0,5.0068536
5.0,5.0098286
5.4317985,5.495078
5.0,6.290664
5.0,6.069107
5.0,4.9910603
5.0,5.1129727
5.0,5.2819147
5.0,4.999617
5.0,5.014663
5.0,4.9963264
5.0,4.9820013
5.0,4.9885583
5.0,4.972552
5.0,4.990523
7.69897,7.1404257
5.0,4.984528
5.0,4.994015
6.4089355,6.2280464
5.4436975,6.765629
5.0,4.9772134
5.0,5.321762
5.0,4.9869347
8.958608,7.7563314
5.0,5.008833
5.0,4.9923997
5.0,5.0370255
6.0132284,6.9702506
5.0,4.9958673
5.0,4.9750752
5.3467875,5.499082
5.2676063,6.8015656
5.0,5.0103183
6.49485,5.735416
5.0,5.02661
5.0,5.0198927
5.0,4.957833
5.0,5.002393
5.0,4.9931803
5.0,4.9992723
5.0,5.0443845
5.0,4.9825068
5.0,5.010166
5.0,5.003159
5.920819,6.46777
5.0,4.984829
5.0,4.9971223
6.823909,5.733104
5.0,4.967003
6.3665314,6.092418
6.6777806,7.3743105
5.0,5.145372
5.0,4.984131
5.0,4.9744096
5.0,4.9973207
5.0,5.0799603
6.481486,6.319915
7.21467,6.833376
5.0,4.9874783
5.0,4.99528
5.0,5.091872
5.0,5.1281443
5.0,4.95028
5.0,5.0376506
5.0,4.991992
6.958607,7.4661837
5.0,4.9989433
6.4436975,6.343411
5.0,4.9856577
5.5086384,5.894557
5.0,4.9948277
5.0,5.5269103
5.207608,5.671545
5.0,5.2844033
5.0,4.98808
5.0,4.996133
5.0,5.501781
5.0,4.998214
7.221849,7.7292624
5.0,5.0006413
5.0,5.2617946
5.0,4.9891505
5.0,4.983069
5.0,5.007267
6.4089355,8.422584
5.0,5.006784
5.275724,5.230971
6.7212462,6.44716
5.251812,5.4279957
5.0,4.98362
5.0,4.9968977
5.0,4.9799104
5.0,4.978544
5.0,5.003986
6.09691,7.502591
5.0,5.0014267
5.0,5.000537
5.0,4.9816904
6.7447276,7.016054
5.920819,5.285178
5.0,4.9805136
5.0,4.989085
5.0,5.281493
5.0,5.0115356
5.0,5.0750804
5.0,4.9988003
5.0,5.1603737
5.0,5.012524
5.0,5.0032725
5.0,4.9728274
5.0,5.0103235
5.0,4.996112
5.0,5.5997305
5.5086384,5.0062447
5.7695513,5.132876
5.0,4.9912915
5.0,4.981741
5.0,4.987831
6.552842,7.0426893
6.070581,6.404093
5.0,5.007805
5.0,5.0210257
5.0,4.992456
6.070581,5.6360803
5.0,4.989837
5.0,4.991738
5.0,4.986922
5.0,4.9825664
6.337242,6.961774
6.3665314,6.2679777
7.091515,4.9532886
5.6382723,5.036929
5.0,5.004202
5.0,4.983875
5.0,5.173866
5.0,4.991075
5.0,4.9962363
6.309804,5.379287
5.0,5.008495
5.0,4.997649
5.0,5.013324
5.0,5.0674167
5.0,5.1626544
5.468521,4.9996076
5.0,4.984853
5.0,4.969102
5.481486,5.471229
5.0,4.9961367
5.0,4.9924083
5.0,4.99595
5.0,4.989871
5.7212462,5.075792
5.0,4.982475
5.0,5.252474
5.1870866,5.1834197
5.5228786,5.73323
5.0,4.9837856
5.0,4.992933
5.0,4.995644
5.8860564,6.1487684
6.1191864,4.984778
5.0,5.0896597
5.0,5.063308
5.0,5.002022
5.4317985,5.9335504
7.2006593,6.7974725
5.0,4.9681983
5.0,4.99285
5.0,4.999575
5.455932,7.519164
5.0,5.0211387
5.0,4.995378
5.0,4.9884043
5.0,4.9964285
6.229148,5.680462
5.0,5.433633
5.0,5.0150375
5.69897,5.279364
5.0,5.100427
5.0,4.981298
5.7447276,7.629016
5.0,4.9844065
5.0,4.9963956
5.0,4.989166
5.0,4.9733853
7.318759,5.3169355
5.49485,5.76021
5.0,5.0591555
5.49485,5.1831965
5.455932,5.0652294
5.0,5.0163226
5.0,4.9829326
5.0,5.5834928
6.207608,5.9669776
5.0,4.989939
5.0,4.98924
5.0,5.726767
5.0,5.005481
6.275724,6.900682
5.0,4.9966536
5.49485,5.726639
5.0,4.9839215
5.0,4.9865437
5.7447276,6.9723434
6.79588,6.075415
6.080922,6.5315948
5.0,5.026234
7.251812,6.735159
5.0,4.9835095
5.0,4.9484224
5.0,5.0007033
5.004365,6.2205586
5.0,5.5838323
5.0,4.9988155
5.0,5.022386
5.0,4.9688935
5.0,5.660084
7.091515,8.381937
5.7447276,5.10045
5.0,4.977114
5.0,5.0413094
5.2596374,5.191541
6.1426673,6.149306
5.0,5.049847
5.0,4.973786
5.0,4.997911
5.0,5.032873
5.0,5.0157075
6.7212462,7.145644
5.0,4.9932613
5.7695513,6.2777505
5.7447276,6.499014
