true,prediction
14.400163,13.964945
12.399998,12.066201
11.400001,11.479676
10.1,10.409047
12.699998,11.397759
11.5,11.619748
11.900001,12.017395
11.3,11.343256
9.79897,10.380166
11.5,11.553752
14.700326,14.354349
12.599997,12.94927
11.7,11.78098
12.499997,13.061252
15.170581,14.064905
11.599999,11.61205
13.999974,12.001011
11.2,11.216536
13.200015,12.209063
11.999998,12.048339
11.1,11.115388
11.1,11.220227
11.1,11.150344
11.400001,11.264875
11.1,11.136701
12.399998,12.151087
11.427902,12.463961
11.3,11.205547
11.2,11.205646
10.40103,10.328887
11.7,11.712424
11.900001,11.996853
10.622879,10.720768
13.1,12.92607
12.199999,12.049786
10.622879,10.792126
11.2,11.21746
11.2,11.191236
11.2,11.168934
11.900001,11.971041
12.1,10.57243
11.3,11.329095
11.8,11.943943
11.543697,11.778681
9.79897,10.067495
11.1,11.737865
10.4,10.911732
11.900001,11.8919325
11.2,11.19982
12.383997,11.032508
10.5,10.453219
11.2,11.259316
11.8,11.877319
11.3,11.346596
11.5,11.49761
11.999998,12.142874
13.000009,12.492035
11.1,11.114558
11.923909,11.817577
11.5,11.497592
11.1,11.15295
11.5,11.495602
11.900001,12.071763
11.1,11.298788
11.3,11.290783
12.399998,12.026373
10.1,10.173101
12.399998,12.328205
10.622879,10.714601
11.2,11.563904
11.400001,11.600409
11.5,11.548904
11.599999,11.60116
10.622879,10.724445
13.299971,11.975825
11.400001,11.449914
11.29382,11.242567
11.7,11.77278
11.2,11.205817
11.2,11.540714
11.1,11.158979
10.095678,10.190754
11.900001,11.921289
11.1,11.151695
14.299971,12.14619
12.05546,12.4520035
11.1,11.170803
11.1,11.0253725
12.499997,12.129651
11.599999,11.605088
11.2,11.278009
11.7,11.755636
11.5,11.484373
11.5,11.437005
11.999998,12.006047
11.2,11.249367
10.6,10.923038
11.2,11.213361
12.199999,12.221616
11.400001,11.389016
11.2,11.214127
11.3,11.364363
11.900001,12.263541
11.3,11.743243
11.2,11.210703
11.466532,11.078255
11.999998,11.715106
11.7,11.331029
11.7,12.008421
11.2,11.193053
11.1,11.136152
12.899998,13.274347
11.999998,12.005382
11.1,11.130986
11.177759,11.21045
11.900001,12.04935
11.1,11.139994
14.1,13.751733
12.359637,12.320094
11.3,11.508392
11.900001,11.974505
11.7,11.747803
12.699998,12.265272
11.2,11.242784
13.299971,11.529945
13.855032,13.780159
12.299998,12.328704
14.500117,13.182718
11.2,11.197558
11.3,11.292598
12.1,12.858282
11.2,11.223468
11.999998,11.968286
11.759556,11.799532
11.1,11.10738
11.2,11.499636
11.999998,11.981194
10.70206,10.717713
11.3,11.596155
11.599999,11.747037
13.500008,13.456016
12.799992,12.795868
13.399989,14.045768
11.3,11.627668
10.7,10.74404
13.500008,13.3004
11.2,11.205414
11.3,11.262243
11.1,11.226911
11.5,11.493388
11.5,11.225528
13.622879,13.35302
11.999998,12.218946
11.108774,11.215328
11.1,11.134826
11.3,11.481298
11.599999,11.615625
11.2,11.219709
11.5,11.553424
11.599999,11.621673
11.1,11.1344795
11.900001,11.506218
11.599999,11.601963
13.999974,14.046685
12.1,12.218587
11.1,11.124669
12.399998,11.260519
11.8,11.826936
11.900001,11.922859
12.199999,11.908268
11.1,11.167907
11.3,11.369171
11.999998,12.036609
11.599999,11.244354
11.900001,11.933177
11.2,11.21971
11.2,11.16462
11.7,11.735182
11.999998,12.0098715
11.1,11.114113
11.8,11.978315
10.40103,10.160232
11.7,11.217698
12.399998,12.029368
11.900001,11.910924
11.900001,11.891318
11.8,11.754578
11.1,11.112104
11.5,11.872445
11.1,11.240213
11.3,11.298377
11.599999,11.5756235
14.1,14.028586
11.900001,11.92429
13.8499775,13.395663
11.1,11.118492
11.900001,11.954273
11.5,11.482824
11.3,11.3545065
11.7,11.727908
11.900001,11.951296
13.699981,13.263282
13.800057,13.087867
11.8,11.901201
11.2,11.211175
11.1,12.7424135
11.3,11.298779
11.7,11.71684
11.8,11.890406
11.5,11.580821
14.777781,14.438099
11.3,11.323915
11.3,11.687424
11.8,11.837577
11.2,11.254645
11.3,11.262167
11.1,11.151492
12.1,11.709143
13.999974,13.795255
12.599997,12.458557
11.599999,11.600464
11.2,11.200061
11.8,11.88877
14.1,13.605717
10.1,10.539144
11.2,11.17177
11.504468,11.811386
11.7,11.360203
11.900001,11.935093
10.4,10.45624
11.5,11.584594
11.3,11.2210655
11.2,11.197138
11.400001,11.410472
12.399998,12.773617
10.622879,11.145765
11.1,11.170784
13.1,12.665251
11.5,11.476608
11.3,11.374697
10.622879,10.652148
13.622879,13.603307
11.3,11.561693
11.2,11.193092
11.65,11.61861
11.5,11.556651
11.2139435,11.231471
11.400001,11.425944
11.3,11.334687
11.900001,12.261591
11.2,11.191197
11.1,11.17495
12.599997,12.800152
11.8,11.870538
11.5,12.083694
11.2,11.235926
11.2,11.215532
11.999998,11.490405
11.900001,11.893741
11.400001,11.3077755
11.5,11.339008
11.900001,11.925976
12.483,12.903626
11.2,11.192331
11.2,11.197921
12.499997,12.921266
12.899998,12.081896
12.199999,12.04679
11.599999,11.620177
11.2,11.254663
11.3,11.256755
12.254902,12.379745
11.599999,11.656497
10.622879,10.697533
11.900001,11.900313
11.1,11.186791
11.900001,12.035851
11.8,11.853893
11.2,11.203983
10.3,10.445411
10.2,10.438495
11.400001,11.405976
11.7,11.740429
12.299998,12.350792
11.622879,12.4260845
11.5,11.444487
11.999998,11.871637
11.900001,11.970846
12.351812,12.35461
11.555932,13.11206
11.2,11.202727
11.599999,11.415257
11.8,11.791718
11.8,11.850379
11.1,11.21146
11.2,11.208418
14.600313,14.345559
11.2,11.204411
12.1,11.556547
12.199999,12.103471
11.2,11.20972
11.3,11.678159
11.1,11.097608
12.299998,11.803892
10.1,10.693582
11.5,11.478317
11.900001,11.928259
12.1,12.116482
11.3,11.27577
10.40103,11.193239
10.2,10.427925
13.699981,13.518587
12.199999,11.3656845
11.5,11.401765
10.5,10.462518
11.112781,10.810067
11.2,11.208679
11.900001,11.922332
11.599999,11.481604
11.999998,11.438941
11.2,11.220295
11.2,11.18838
11.2139435,11.250837
11.3,11.255663
11.400001,12.689566
11.599999,11.535095
11.900001,11.878987
11.400001,11.689987
11.3,11.389099
13.600039,13.191617
11.400001,11.230194
11.8,11.833629
11.8,11.848028
12.499997,12.62527
11.7,11.749452
13.000009,13.128378
11.400001,11.424671
11.3,11.338867
11.8,11.781846
12.799992,11.548513
12.399998,11.919297
11.900001,11.981262
11.900001,12.000618
11.900001,11.947537
10.4,10.630707
11.1,11.216915
11.2,11.240398
11.7,11.884655
11.1,11.103163
11.1,11.150924
11.3,11.292912
11.2,11.219596
11.187246,11.640045
11.999998,12.054895
11.8,11.747099
13.399989,12.922211
11.2,11.198818
11.1,11.318619
11.3,11.348178
11.400001,11.405141
11.2,10.56997
11.5,11.585829
11.1,11.122705
12.799992,11.285339
11.400001,11.21368
11.5,11.469266
11.1,11.108163
11.8,11.875765
14.901343,14.239737
12.1,11.579433
11.8,11.877527
11.900001,12.294623
11.2689295,11.246072
11.5,11.643235
11.5,11.520998
11.599999,12.312407
12.499997,12.341785
12.499997,13.511597
12.499997,13.012847
11.2,11.217582
11.1,11.174619
11.2,11.269812
11.900001,11.9175625
11.3,11.18248
11.900001,11.932073
14.923909,11.987298
11.2,11.332752
11.8,11.906066
11.2,11.21771
11.1,11.157549
14.351078,14.6444435
11.1,11.187696
11.1,11.103958
11.3,11.298693
11.5,11.620226
11.2,11.195834
11.400001,11.552082
10.49794,10.66594
12.199999,12.300207
11.5,11.222457
11.555932,11.42948
11.2,11.443758
11.400001,11.383895
12.1,11.874359
11.8,11.860738
11.1,11.129691
11.400001,11.388479
12.799992,12.160344
11.2,11.176582
12.757577,12.967541
11.5,11.510693
11.8,11.859396
11.2,11.217732
11.1,11.124459
11.8,11.729581
10.40103,10.942724
13.399989,13.440207
11.3,11.414016
11.900001,11.921515
10.1,10.323452
12.299998,11.78463
11.79897,11.644782
13.699981,13.566912
11.599999,11.614306
13.800057,13.063774
11.900001,11.858076
11.8,11.472817
11.8,11.855134
11.1,11.882816
11.599999,11.673269
11.1,11.40577
11.3,11.283625
11.599999,11.679319
11.821246,12.460825
13.999974,12.823643
12.199999,12.2908325
14.1,14.3836975
11.2,11.148312
11.5,11.65
11.7,11.636662
11.5,11.523801
13.200015,13.068622
12.1,11.954464
12.70206,12.531042
11.2,11.264266
11.7,12.1156645
11.2,11.510677
11.900001,11.968216
11.5,11.537777
11.400001,11.324629
11.400001,11.417563
11.900001,11.948204
11.400001,11.488824
12.199999,12.234256
11.7,11.684019
13.500008,13.024325
11.1,11.1101055
11.5,11.440418
11.400001,11.402618
11.5,11.6709385
11.5,11.447201
11.2,11.204501
12.799992,14.321794
12.199999,12.276193
13.800057,14.398507
