true,prediction
14.400163,14.368338
12.399998,12.346219
11.400001,11.31381
10.1,10.314178
12.699998,11.51212
11.5,11.6383505
11.900001,11.925385
11.3,11.263025
9.79897,10.324112
11.5,11.517295
14.700326,14.135143
12.599997,12.898694
11.7,11.720033
12.499997,12.025676
15.170581,12.467689
11.599999,11.556083
13.999974,12.643156
11.2,11.203994
13.200015,11.893334
11.999998,12.009877
11.1,11.218773
11.1,11.091868
11.1,11.130313
11.400001,11.775226
11.1,11.097326
12.399998,12.235502
11.427902,11.213352
11.3,11.253526
11.2,11.156478
10.40103,10.485616
11.7,11.907051
11.900001,12.102926
10.622879,10.67454
13.1,12.764918
12.199999,11.742257
10.622879,10.896612
11.2,11.202657
11.2,11.132167
11.2,11.193168
11.900001,11.971935
12.1,10.893752
11.3,11.319983
11.8,11.907019
11.543697,11.664269
9.79897,9.957798
11.1,11.48168
10.4,11.384312
11.900001,11.969818
11.2,11.150799
12.383997,11.247536
10.5,10.467881
11.2,11.229514
11.8,11.805619
11.3,11.2890625
11.5,11.486748
11.999998,12.062013
13.000009,12.703426
11.1,11.091552
11.923909,11.868202
11.5,11.4812
11.1,11.263727
11.5,11.504421
11.900001,12.061381
11.1,11.360058
11.3,11.412414
12.399998,12.399561
10.1,10.134777
12.399998,12.077386
10.622879,10.622235
11.2,11.449631
11.400001,11.948155
11.5,11.58474
11.599999,11.639621
10.622879,10.820707
13.299971,11.776445
11.400001,11.40507
11.29382,11.38458
11.7,11.715067
11.2,11.200472
11.2,12.059314
11.1,11.09631
10.095678,10.039017
11.900001,11.904604
11.1,11.203315
14.299971,11.970805
12.05546,12.463397
11.1,11.124732
11.1,11.248844
12.499997,12.340115
11.599999,11.621503
11.2,11.221295
11.7,11.72331
11.5,11.558549
11.5,11.379152
11.999998,11.9936905
11.2,11.196381
10.6,10.951295
11.2,11.163851
12.199999,13.531164
11.400001,11.369539
11.2,11.242801
11.3,11.408799
11.900001,12.542807
11.3,11.754139
11.2,11.21066
11.466532,10.94902
11.999998,11.739065
11.7,11.219703
11.7,11.846121
11.2,11.220728
11.1,11.130035
12.899998,13.223147
11.999998,11.995358
11.1,11.11835
11.177759,11.203378
11.900001,11.760765
11.1,11.19603
14.1,13.792446
12.359637,12.372109
11.3,11.488295
11.900001,11.778572
11.7,11.703024
12.699998,12.153569
11.2,11.800514
13.299971,11.937436
13.855032,14.13754
12.299998,12.286613
14.500117,13.283169
11.2,11.187018
11.3,11.264527
12.1,12.388815
11.2,11.223216
11.999998,11.90988
11.759556,11.980429
11.1,11.100425
11.2,11.803171
11.999998,12.088762
10.70206,10.706423
11.3,12.2419815
11.599999,11.696609
13.500008,13.520748
12.799992,12.7009
13.399989,14.1118555
11.3,11.444877
10.7,10.860659
13.500008,13.622444
11.2,11.193252
11.3,11.335803
11.1,11.282906
11.5,11.490635
11.5,11.048229
13.622879,11.279361
11.999998,11.905988
11.108774,11.161639
11.1,11.394056
11.3,11.270643
11.599999,11.594359
11.2,11.177167
11.5,11.497891
11.599999,11.659617
11.1,11.132899
11.900001,11.476504
11.599999,11.68434
13.999974,14.103387
12.1,11.880484
11.1,11.135133
12.399998,11.8418865
11.8,11.780412
11.900001,11.942588
12.199999,11.90565
11.1,11.140962
11.3,11.470206
11.999998,12.039501
11.599999,11.3691
11.900001,11.8886175
11.2,11.205082
11.2,11.194914
11.7,11.711081
11.999998,11.935035
11.1,11.101621
11.8,11.750652
10.40103,10.645909
11.7,11.196163
12.399998,11.666606
11.900001,11.920717
11.900001,11.893513
11.8,11.826155
11.1,11.112236
11.5,12.369458
11.1,11.090823
11.3,11.262572
11.599999,11.687049
14.1,14.007689
11.900001,11.913934
13.8499775,13.179342
11.1,11.109722
11.900001,11.791174
11.5,11.566215
11.3,11.460144
11.7,11.70367
11.900001,11.93541
13.699981,13.212063
13.800057,13.107725
11.8,11.850926
11.2,11.165279
11.1,11.650871
11.3,11.342171
11.7,11.765378
11.8,11.837318
11.5,11.537758
14.777781,14.462189
11.3,11.280282
11.3,11.2614765
11.8,11.895735
11.2,11.270245
11.3,11.251203
11.1,11.185255
12.1,11.737395
13.999974,13.014483
12.599997,12.540145
11.599999,11.597591
11.2,11.3186035
11.8,12.257473
14.1,13.8425255
10.1,10.147257
11.2,11.141328
11.504468,11.844808
11.7,11.427574
11.900001,11.918891
10.4,10.467364
11.5,11.517683
11.3,11.137358
11.2,11.208256
11.400001,11.362088
12.399998,12.197137
10.622879,11.207422
11.1,11.089719
13.1,13.182874
11.5,11.514262
11.3,11.30287
10.622879,10.832878
13.622879,13.462277
11.3,11.573697
11.2,11.191761
11.65,11.658697
11.5,11.537117
11.2139435,10.421558
11.400001,11.3775425
11.3,11.378724
11.900001,12.620384
11.2,11.237781
11.1,11.763804
12.599997,12.588224
11.8,11.876475
11.5,12.15062
11.2,11.172445
11.2,11.201473
11.999998,11.556619
11.900001,11.897903
11.400001,11.226111
11.5,11.745266
11.900001,11.93916
12.483,13.288601
11.2,11.252992
11.2,11.241826
12.499997,14.166089
12.899998,11.991601
12.199999,11.938508
11.599999,11.572718
11.2,11.204171
11.3,11.190444
12.254902,12.34482
11.599999,11.602044
10.622879,10.702233
11.900001,11.942018
11.1,11.126956
11.900001,11.900037
11.8,11.842407
11.2,11.206477
10.3,10.330996
10.2,10.425559
11.400001,11.3665495
11.7,11.738032
12.299998,12.323496
11.622879,12.816181
11.5,11.529746
11.999998,11.806725
11.900001,11.987949
12.351812,12.626426
11.555932,12.774477
11.2,11.191966
11.599999,11.542249
11.8,11.918312
11.8,11.912406
11.1,11.200739
11.2,11.129613
14.600313,14.301002
11.2,11.11612
12.1,12.459543
12.199999,12.097523
11.2,11.17945
11.3,11.512293
11.1,11.116639
12.299998,11.823647
10.1,10.862081
11.5,11.598146
11.900001,11.892838
12.1,12.158799
11.3,11.287573
10.40103,11.266793
10.2,10.543779
13.699981,13.967004
12.199999,11.925099
11.5,11.450249
10.5,10.480532
11.112781,11.492268
11.2,11.194516
11.900001,11.901102
11.599999,11.636375
11.999998,11.526824
11.2,11.197108
11.2,11.152016
11.2139435,10.961051
