true,prediction
14.400163,14.014782
12.399998,12.001369
11.400001,11.631958
10.1,10.311267
12.699998,11.344491
11.5,11.496295
11.900001,11.93208
11.3,11.449167
9.79897,10.435937
11.5,11.504973
14.700326,14.058404
12.599997,12.645923
11.7,11.731565
12.499997,12.505556
15.170581,14.253049
11.599999,11.543563
13.999974,12.925125
11.2,11.182294
13.200015,12.093319
11.999998,12.034007
11.1,11.042801
11.1,11.274512
11.1,11.177496
11.400001,12.080879
11.1,11.141369
12.399998,12.011911
11.427902,11.446401
11.3,11.2248745
11.2,11.197154
10.40103,10.430726
11.7,11.984327
11.900001,11.964123
10.622879,10.6377535
13.1,12.961529
12.199999,11.707922
10.622879,10.819326
11.2,11.219691
11.2,11.195475
11.2,11.179926
11.900001,11.884882
12.1,10.299518
11.3,11.490924
11.8,12.296656
11.543697,11.552666
9.79897,10.049106
11.1,11.124458
10.4,10.659731
11.900001,11.891417
11.2,11.207902
12.383997,11.5831
10.5,10.458878
11.2,11.200567
11.8,11.691717
11.3,11.306037
11.5,11.464554
11.999998,11.976608
13.000009,12.355518
11.1,11.120194
11.923909,11.928005
11.5,11.448891
11.1,11.269227
11.5,11.506784
11.900001,12.034027
11.1,11.303635
11.3,11.394518
12.399998,11.894115
10.1,10.242794
12.399998,11.861729
10.622879,10.621987
11.2,11.946269
11.400001,11.361822
11.5,11.550981
11.599999,11.52392
10.622879,10.717978
13.299971,12.194041
11.400001,11.431528
11.29382,12.277084
11.7,11.78556
11.2,11.219941
11.2,11.494669
11.1,11.150077
10.095678,10.082859
11.900001,11.873163
11.1,11.139035
14.299971,12.491795
12.05546,13.020126
11.1,11.393981
11.1,11.6177
12.499997,12.018347
11.599999,11.623766
11.2,11.252219
11.7,11.713312
11.5,11.536674
11.5,11.509968
11.999998,11.987003
11.2,11.250075
10.6,11.150385
11.2,11.196841
12.199999,14.325712
11.400001,11.378064
11.2,11.207013
11.3,11.385774
11.900001,11.9766445
11.3,11.488879
11.2,11.19131
11.466532,11.010646
11.999998,11.786461
11.7,11.309711
11.7,11.712891
11.2,11.213777
11.1,11.183126
12.899998,13.68305
11.999998,11.994571
11.1,11.159095
11.177759,11.24501
11.900001,11.3489895
11.1,11.251655
14.1,14.724867
12.359637,12.34138
11.3,11.501109
11.900001,11.745022
11.7,11.79236
12.699998,11.921561
11.2,11.270617
13.299971,11.667701
13.855032,14.127071
12.299998,12.346952
14.500117,13.21586
11.2,11.243468
11.3,11.325222
12.1,12.421532
11.2,11.315189
11.999998,12.091679
11.759556,12.177027
11.1,11.113106
11.2,11.424379
11.999998,11.966368
10.70206,10.698006
11.3,12.5617075
11.599999,11.750048
13.500008,13.1810055
12.799992,12.703318
13.399989,13.950111
11.3,11.893611
10.7,10.829047
13.500008,13.1987915
11.2,11.222484
11.3,11.303787
11.1,11.249009
11.5,11.470511
11.5,11.249042
13.622879,13.64116
11.999998,12.144956
11.108774,11.171618
11.1,11.146115
11.3,11.298784
11.599999,11.585362
11.2,11.262619
11.5,11.605884
11.599999,11.707827
11.1,11.150541
11.900001,11.633486
11.599999,11.588902
13.999974,13.110338
12.1,11.749318
11.1,11.194433
12.399998,11.361683
11.8,11.805884
11.900001,11.839173
12.199999,11.884552
11.1,11.111589
11.3,11.441821
11.999998,11.993321
11.599999,11.336901
11.900001,11.910033
11.2,11.264983
11.2,11.209062
11.7,11.671226
11.999998,12.000892
11.1,11.107803
11.8,11.794792
10.40103,10.486587
11.7,11.157839
12.399998,11.788391
11.900001,11.8887205
11.900001,11.898311
11.8,11.8213005
11.1,11.133482
11.5,11.929932
11.1,11.220378
11.3,11.329754
11.599999,11.559576
14.1,13.869148
11.900001,11.890143
13.8499775,13.183558
11.1,11.127346
11.900001,11.866126
11.5,11.49613
11.3,11.412688
11.7,11.690611
11.900001,11.890392
13.699981,13.677966
13.800057,13.141117
11.8,11.763692
11.2,11.193933
11.1,11.278894
11.3,11.322931
11.7,11.7787
11.8,11.833832
11.5,11.524201
14.777781,14.078291
11.3,11.314232
11.3,11.469536
11.8,11.807241
11.2,11.3093405
11.3,11.254978
11.1,11.148983
12.1,11.77771
13.999974,13.614716
12.599997,12.189358
11.599999,11.57676
11.2,11.228716
11.8,11.857086
14.1,13.712245
10.1,10.407808
11.2,11.18731
11.504468,11.692451
11.7,11.422483
11.900001,11.938176
10.4,10.430147
11.5,11.588819
11.3,11.20322
11.2,11.23207
11.400001,11.419281
12.399998,12.062179
10.622879,11.042627
11.1,11.176657
13.1,12.155931
11.5,11.458025
11.3,11.309317
10.622879,11.119413
13.622879,13.672003
11.3,11.800099
11.2,11.238152
11.65,11.589691
11.5,12.009364
11.2139435,11.2930355
11.400001,11.397636
11.3,11.331266
11.900001,12.441858
11.2,11.202451
11.1,11.143882
12.599997,12.9328575
11.8,11.799696
11.5,12.347602
11.2,11.225513
11.2,11.215591
11.999998,11.757727
11.900001,11.900784
11.400001,11.407517
11.5,11.293985
11.900001,11.916282
12.483,13.053474
11.2,11.449077
11.2,11.236846
12.499997,13.817181
12.899998,11.632773
12.199999,12.232924
11.599999,11.538372
11.2,11.261307
11.3,11.217234
12.254902,12.245901
11.599999,11.566135
10.622879,10.703678
11.900001,11.907472
11.1,11.206517
11.900001,11.846572
11.8,11.807026
11.2,11.243668
10.3,10.530822
10.2,10.363286
11.400001,11.397559
11.7,11.795021
12.299998,12.295418
11.622879,11.843821
11.5,11.501912
11.999998,11.751656
11.900001,11.978379
12.351812,12.284241
11.555932,11.820593
11.2,11.207341
11.599999,11.776451
11.8,11.921686
11.8,11.845691
11.1,11.181618
11.2,11.137352
14.600313,14.362984
11.2,11.231833
12.1,12.875206
12.199999,12.29181
11.2,11.191661
11.3,11.339518
11.1,11.100642
12.299998,11.773147
10.1,10.400327
11.5,11.518457
11.900001,11.919366
12.1,12.372541
11.3,11.303642
10.40103,11.190402
10.2,10.353275
13.699981,14.081658
12.199999,11.509272
11.5,11.536366
10.5,10.717852
11.112781,10.910408
11.2,11.206566
11.900001,11.913604
11.599999,11.882669
11.999998,11.568649
11.2,11.242572
11.2,11.211561
11.2139435,11.298222
11.3,11.359866
11.400001,12.78537
11.599999,11.657883
11.900001,11.910208
11.400001,11.5458
11.3,11.289917
13.600039,12.824944
11.400001,11.248619
11.8,11.815168
11.8,12.216621
12.499997,12.560701
11.7,11.812232
13.000009,13.209807
11.400001,11.46336
11.3,11.309565
11.8,11.761307
12.799992,11.48191
12.399998,11.824698
11.900001,11.918518
11.900001,11.9766445
11.900001,11.924784
10.4,10.55057
11.1,11.304376
11.2,11.298673
11.7,11.732136
11.1,11.113106
11.1,11.164212
11.3,11.293641
11.2,11.220515
11.187246,11.748159
11.999998,11.934804
11.8,11.780926
13.399989,12.501216
11.2,11.236509
11.1,11.982094
11.3,11.334556
11.400001,11.384872
11.2,10.520401
11.5,11.50145
11.1,11.135363
12.799992,12.324521
11.400001,11.136962
11.5,11.58883
11.1,11.11428
11.8,11.816926
14.901343,14.391331
12.1,11.490927
11.8,11.826913
11.900001,12.543217
11.2689295,11.323145
11.5,11.595883
11.5,11.5142765
11.599999,11.687773
12.499997,12.153055
12.499997,13.3158655
12.499997,12.537059
11.2,11.255435
11.1,11.133776
11.2,11.221609
11.900001,11.928563
11.3,11.521501
11.900001,11.917455
14.923909,11.369451
11.2,11.383741
11.8,11.855473
11.2,11.190176
11.1,11.1770315
14.351078,14.530793
11.1,11.197452
11.1,11.1153965
11.3,11.294692
11.5,11.839533
11.2,11.224916
11.400001,11.501905
10.49794,10.601884
12.199999,12.239475
11.5,11.129834
11.555932,11.174075
11.2,11.222404
11.400001,11.398368
12.1,11.826072
11.8,11.936459
11.1,11.117981
11.400001,11.428209
12.799992,12.077128
11.2,11.215107
12.757577,12.942028
11.5,11.564326
11.8,11.831258
11.2,11.221646
11.1,11.152855
11.8,11.686001
10.40103,11.05769
13.399989,12.963459
11.3,11.677597
11.900001,11.913696
10.1,10.198658
12.299998,11.96992
11.79897,11.907932
13.699981,13.179287
11.599999,11.642637
13.800057,12.354846
11.900001,11.942209
11.8,11.521296
11.8,11.8400135
11.1,12.154864
11.599999,11.642118
11.1,11.242536
11.3,11.328014
11.599999,11.652241
11.821246,12.669421
13.999974,12.679222
12.199999,12.204843
14.1,14.16966
11.2,11.127192
11.5,11.665969
11.7,11.748204
11.5,11.579095
13.200015,12.941383
12.1,11.933684
12.70206,12.6016
11.2,11.279531
11.7,11.604911
11.2,11.660943
11.900001,11.992552
11.5,11.524144
11.400001,11.289459
11.400001,11.356861
11.900001,12.177631
11.400001,11.484543
12.199999,11.740409
11.7,11.723358
13.500008,12.956852
11.1,11.12185
11.5,11.392604
11.400001,11.4262295
11.5,11.837169
11.5,11.463503
11.2,11.361219
12.799992,12.695019
12.199999,12.275775
13.800057,13.363796
11.8,11.798971
11.3,11.405108
11.2,11.228654
11.7,12.152852
11.5,11.491594
11.49794,11.420866
11.8,11.88014
14.700326,13.412968
12.1,11.410767
12.199999,12.145415
11.8,11.7709255
11.900001,11.841529
12.699998,11.954857
12.499997,12.1624565
11.3,11.236235
11.8,11.810941
11.8,11.791124
11.900001,11.8085165
11.2,11.228899
13.122276,13.215104
11.2,11.225547
11.3,11.349507
12.299998,12.667761
11.599999,11.443184
11.7,11.856103
11.2,11.294766
13.699981,12.7644205
11.5,11.578266
11.1,11.128296
11.2,11.256195
11.7,12.27687
11.7,11.702377
11.2,11.2091875
11.7,11.837515
11.7,11.739221
12.499997,12.818609
11.1,11.163451
11.8,11.883527
13.999974,13.023226
10.622879,10.579501
11.2,11.194348
10.70206,10.673765
11.999998,11.837156
11.999998,11.995352
10.622879,12.69845
11.2,11.273038
11.79897,11.604478
12.499997,11.339905
11.400001,11.201181
11.8,11.857346
11.2,11.260387
11.3,11.525068
11.900001,11.87969
11.900001,11.679851
11.1,11.293
13.511954,13.489945
11.1,11.155768
11.900001,11.901102
12.899998,12.794908
12.499997,12.506133
14.1,14.619486
11.1,11.20449
10.79897,10.889197
12.299998,12.346529
11.3,11.7766285
12.899998,12.840779
11.7,11.724633
11.2,11.227974
11.2,11.193213
12.299998,12.099522
12.299998,11.454084
11.999998,11.896599
11.1,11.194755
10.40103,11.400998
11.8,12.095654
11.599999,11.5762415
11.1,11.25283
11.3,11.443184
11.5,11.483306
13.500008,13.252785
11.599999,11.301732
13.186186,12.500954
13.1,13.121872
11.900001,11.914046
14.175721,13.586535
11.8,11.784855
11.2,11.198899
11.2,11.321585
11.900001,12.148658
11.900001,11.894711
11.599999,12.737296
12.79897,11.822301
10.70206,10.691358
11.5,11.508303
12.499997,12.257107
11.1,11.368402
12.199999,11.951297
11.2,11.277052
11.999998,11.984363
11.599999,11.509148
11.3,11.334114
11.2,11.263699
11.999998,11.44549
11.2,11.20653
11.543697,11.349358
11.5,11.470721
11.7,11.914628
11.2,12.104597
11.5,11.219424
11.1,10.820112
11.900001,11.915266
13.547332,11.800354
13.500008,13.277966
11.999998,12.004147
13.446788,12.267525
11.8,11.959075
13.299971,11.972638
11.2,11.226683
11.400001,11.393345
13.1,11.994806
11.8,11.666202
11.2,11.247706
10.1,10.158694
11.8,11.754283
11.487216,11.766591
12.599997,12.690615
13.200015,12.101383
11.5,11.591831
11.1,11.140177
11.599999,11.504326
11.2,11.250013
10.869551,10.346019
11.3,11.260639
11.400001,12.431387
11.1,11.112562
11.7,11.68709
11.7,11.677346
11.8,11.832537
11.3,11.3351965
11.1,11.158767
11.3,11.313151
11.3,11.326962
11.2,11.764494
14.29382,13.615539
11.999998,11.890095
10.8,10.644496
12.1,11.655059
11.7,11.733705
11.1,11.24448
11.5,11.465896
11.7,12.577967
11.1,11.163276
11.400001,11.139581
10.622879,10.820538
11.999998,11.847597
11.400001,11.374053
11.599999,11.705622
13.399989,12.908382
11.7,11.757624
11.7,11.731717
11.3,11.293989
11.3,11.336883
11.999998,12.147695
11.549999,11.599734
11.900001,11.787564
11.166968,11.256006
11.3,11.38296
11.3,11.292864
13.200015,12.820049
11.8,11.808937
11.2,11.216618
12.52373,11.965281
11.2,11.171904
11.8,12.035401
11.5,11.487809
11.900001,11.949351
11.599999,11.602078
11.1,10.773661
12.343364,12.036115
11.1,11.213449
11.1,11.137045
11.2,11.154134
11.8,11.843443
10.7,10.778356
12.599997,13.232837
10.3,10.520067
11.1,11.142877
11.1,11.146612
13.800057,13.914412
11.2,11.276697
11.900001,11.915661
11.1,11.196598
10.40103,10.701543
11.5,11.527875
11.400001,12.020747
12.599997,12.410108
11.8,11.619108
11.7,11.6768
11.3,11.309934
13.897412,13.32125
12.00309,12.058386
11.5,11.617868
11.999998,12.015221
11.1,11.112089
12.299998,12.270386
11.3,11.425021
12.699998,11.470484
11.1,11.10988
11.1,11.480639
10.3,10.359223
11.2,11.21654
11.3,11.318732
13.1,12.896
11.400001,11.370964
12.199999,11.353546
11.8,11.36425
12.299998,12.214136
12.1,11.908513
11.2,11.168576
12.699998,12.71809
11.900001,11.889793
11.7,11.722124
11.7,11.810682
11.3,11.429634
11.2,11.378772
15.500117,14.83448
10.70206,10.741947
11.1,11.065429
11.2,11.343021
11.622879,11.350438
11.2,11.255453
12.1,12.107155
12.799992,11.932206
11.400001,11.588668
9.905,11.261104
11.2,11.193685
11.7,11.6246195
11.8,11.779798
11.685027,11.685528
11.599999,11.602538
11.900001,11.571235
12.599997,12.409179
11.2,11.184864
10.485103,11.2329445
11.3,11.389644
14.1,14.165258
11.5,11.321217
11.3,11.344934
11.29301,11.935213
10.8,10.722958
11.1,11.763997
13.200015,12.332035
10.8,10.383651
11.7,11.63288
11.7,11.712935
11.3,11.324609
13.500008,14.029047
11.2,11.208214
12.19691,10.844093
11.1,11.1611185
10.7,10.947873
12.699998,12.843892
11.900001,11.303294
11.400001,11.400609
11.999998,11.253386
11.1,11.20516
13.000009,12.145193
11.400001,11.32304
11.1,11.168413
11.400001,11.39042
14.299971,13.743688
11.2,11.452981
13.999974,13.2047415
14.999629,14.466457
11.999998,11.944036
11.900001,11.890333
13.899971,13.4795885
11.3,11.294536
11.1,11.130426
11.536519,11.319149
12.199999,11.992439
11.7,11.705575
9.887813,10.065449
11.7,11.664928
11.2,11.195006
11.900001,11.858611
11.8,11.774097
10.1,10.245332
11.599999,11.549559
12.453596,12.55794
11.400001,11.39498
10.1,10.625332
11.3,11.775316
12.299998,13.369624
11.7,11.696764
11.5,11.388827
11.999998,12.022423
11.7,11.727595
11.8,12.040095
11.900001,11.939717
12.199999,11.70254
11.2,11.703566
11.3,11.277665
12.499997,12.486894
11.1,11.100708
11.900001,11.89716
11.900001,11.942097
11.400001,11.426388
11.5,11.493409
12.1,11.938529
11.5,11.591151
10.40103,10.55472
11.1,11.106984
11.8,11.836775
11.7,11.890216
11.599999,11.645153
11.1,11.422628
10.1,10.307049
11.8,11.863852
11.3,11.54432
11.3,11.314513
11.1,11.20932
11.8,11.833522
11.400001,12.033731
11.3,11.352359
10.40103,10.509205
11.900001,11.732191
11.7,11.719053
11.2,11.232868
11.19691,11.298676
11.758669,11.443982
10.70206,10.689189
11.900001,11.911143
11.5,11.631764
12.299998,11.852101
11.599999,11.59007
10.5,10.645058
11.1,11.165499
11.2,11.721182
11.2,11.272982
11.599999,11.5080385
11.5,11.592059
11.900001,11.874465
11.8,11.845065
11.8,11.79375
13.000009,13.687798
10.1,10.205485
13.000009,13.602365
14.953872,14.311813
11.599999,11.603786
12.599997,12.095822
11.5685215,11.613705
14.668636,14.671313
12.299998,11.960559
11.3,11.349189
11.599999,11.646399
10.40103,10.483875
11.900001,11.845132
13.000009,13.588543
11.274371,11.33343
10.40103,10.670649
11.599999,11.342445
11.2,11.294821
11.599999,11.583341
11.3,11.32949
11.599999,11.554364
11.5,11.58246
10.40103,10.5369835
11.5,11.414766
11.8,11.9207735
11.1,11.144237
11.7,11.677697
11.5,12.6370945
11.1,11.144049
11.2139435,11.374198
11.7,11.675849
11.400001,11.539505
10.622879,10.702567
11.1,11.171064
11.2,11.258015
11.900001,11.899788
11.400001,11.648698
11.2,11.224116
11.2,11.218344
12.799992,12.941256
11.7,11.633685
11.400001,11.460533
11.2,11.20403
11.2,11.205381
11.1,11.198815
11.999998,11.942211
11.1,11.148048
12.622879,12.435508
11.999998,11.9220085
11.923909,11.0329485
11.599999,11.447466
12.299998,11.617523
11.400001,11.40563
11.8,11.835332
11.2,11.227113
11.400001,11.393285
11.1,11.1451435
11.0,10.385998
11.1,11.158297
10.738272,11.074193
11.1,11.149157
11.900001,11.881758
11.7,11.610103
11.3,11.6167965
14.400163,14.078265
11.2,11.222761
11.900001,11.789524
11.3,11.325707
11.400001,11.399838
12.499986,12.979197
11.2,11.219513
11.2,11.308162
13.399989,13.005886
11.900001,11.8917265
11.8,11.778019
11.1,11.138834
11.5,11.539084
11.900001,11.935644
11.900001,11.662815
11.2,11.200826
11.900001,11.814102
11.3,11.209458
11.2,11.228877
11.599999,11.49534
11.900001,11.858062
12.299998,12.297611
11.207906,13.296586
10.49794,10.364916
13.800057,13.046202
13.800057,13.470354
11.2,11.198448
12.199999,11.640978
13.117729,12.874144
11.2,11.2332325
13.487216,13.388701
11.2,11.242312
11.400001,11.373575
11.2,11.303753
11.8,11.683506
11.900001,11.916262
11.8,11.761993
11.900001,11.912339
12.699998,13.273371
11.900001,11.878494
11.999998,11.97017
11.2,11.196099
13.500008,12.754068
12.399998,12.16727
11.2,11.217704
11.599999,11.67184
12.599997,12.735521
13.981694,12.828328
12.699998,12.492945
11.900001,12.017918
11.2,11.243049
12.1,11.792762
11.3,11.36549
11.1,11.168253
11.8,11.749341
11.5,12.03374
10.1,10.275369
11.8,11.791218
11.900001,11.8935585
11.900001,11.749605
11.400001,11.400487
10.321849,10.470651
11.8,11.82327
12.499997,11.8680935
11.7,11.814444
12.599997,12.455388
11.8,11.695865
11.7,11.698242
12.499997,11.813261
11.1,11.18863
12.599997,12.2752495
11.5,11.570948
11.1,11.2396345
11.5,11.529504
12.399998,12.268918
11.400001,11.521942
11.19691,11.546357
11.7,12.3300085
11.599999,11.544826
13.1,12.595969
11.2,11.22066
12.399998,13.000943
10.1,10.145485
11.900001,11.791339
11.900001,12.030985
11.999998,12.000275
11.400001,11.38815
11.1,11.122967
12.699998,11.714184
12.8447275,12.992025
11.8,11.774929
11.900001,11.931638
12.4372425,12.3658
12.199999,11.873185
10.1,10.726871
11.900001,11.857625
11.3,11.349951
11.7,11.528833
14.668636,14.115621
11.1,10.784789
11.7,12.404086
11.900001,11.868978
11.400001,11.715699
13.200015,13.32546
13.1,12.460113
11.2,11.184321
11.2,11.489036
11.7,11.370107
11.999998,12.056941
11.999998,12.615035
11.599999,11.5706835
11.1,11.167565
10.49794,10.325754
11.3,11.3248205
11.400001,11.425184
12.799992,13.41159
11.3,11.331399
11.1,11.134074
11.1,11.122861
12.199999,12.064567
14.685027,14.30253
11.2,11.225443
11.900001,11.890135
10.869551,10.325862
15.200179,14.439559
12.599997,11.94511
11.900001,11.941549
11.5,11.484894
11.900001,11.671796
11.3,11.256889
11.900001,12.22145
12.199999,12.305869
12.599997,12.970102
11.599999,11.773254
11.3,11.354811
11.7,11.802145
11.8,10.319374
11.400001,12.044847
11.5,11.469972
11.2,11.321449
11.2,11.248944
10.2,10.342299
12.199999,11.94415
11.2,11.341322
11.900001,11.889627
11.3,11.688305
11.1,11.17912
11.900001,12.811174
12.199999,12.550046
11.3,12.009823
11.8,11.812345
11.999998,11.835907
11.7,11.7299795
11.400001,11.704775
12.399998,12.566643
12.1,11.791436
11.3,11.304957
10.1,10.680404
11.8,11.58627
11.3,11.295777
11.5,11.499012
11.5,11.700326
11.2,12.176228
11.1,11.351106
